Trial,subjID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,verif_ans,P_sentence,clear_responses,isactive,syn_voice,syn_corr,error_type_old,error_type,message
224,8,1,6.279722222,19.22694444,scold,PC,1,The doctor is scolded by the professor.,The man scolded by the safe guard.,0,P,C,,1,
225,8,1,5.699444444,4.0825,chase,AC,0,The policeman chases the robber.,The policeman chases the robber.,1,A,C,,0,
226,8,1,5.481111111,76.21972222,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the mentally affected women.,0,P,C,,0,
227,8,1,4.039166667,22.37027778,slap,AC,1,The cowboy slaps the professor.,The cowboy slaps the swimmer.,1,A,C,,0,
228,8,0,6.762222222,17.81194444,pull,PI,0,The waitress is pullen by the pirate.,The man is pulled by the boxer.,0,P,I,,0,
229,8,0,4.6825,8.254722222,scold,AC,0,The waitress scolds the boxer.,The waitress scolds by the cowboy.,0,A,C,,1,
230,8,1,165.9294444,24.57416667,chase,PC,1,The monk is chased by the policeman.,The thief is chased by the karate man.,0,P,C,,0,
231,8,1,4.355555556,17.1425,kiss,AC,1,The artist kisses the ballerina.,The boxer kisses the nun.,1,A,C,,0,
232,8,1,4.554166667,23.74583333,kiss,PC,0,The monk is kissed by the swimmer.,A man is kissed by the painter.,0,P,C,,0,
233,8,1,2.961666667,13.00444444,punch,AC,0,The cowboy punches the nun.,The nun is punched by the painter.,0,A,C,,0,
234,8,1,2.888611111,18.99472222,scold,PC,0,The monk is scolded by the swimmer.,The baseball player is scolded by the monk.,0,P,C,,0,
235,8,0,3.366111111,5.110833333,slap,AC,0,The cowboy slaps the ballerina.,The cowboy slaps the boxer.,1,A,C,,0,
236,8,1,4.68,8.517222222,push,PI,0,The monk is pushen by the policeman.,The monk is pushen by the cowboy.,0,P,I,,1,
237,8,1,3.0925,12.81916667,pull,AI,1,The boxer pull the soldier.,The cowboy pull the monk.,1,A,I,,1,
238,8,1,2.368888889,36.71694444,kick,PI,0,The clown is kicken by the nun.,The thief is kicked by the customer.,0,P,I,,0,
239,8,1,3.223888889,14.91972222,scold,AC,1,The policeman scolds the doctor.,The professor scolds the policeman.,1,A,C,,0,
240,8,1,3.265,8.396944444,slap,PC,1,The clown is slapped by the policeman.,The clown is slapped by the cowboy.,0,P,C,,0,
241,8,1,2.424722222,15.405,follow,AC,1,The nun follows the doctor.,A thief follows the officer.,1,A,C,,0,
242,8,1,7.413055556,7.825277778,follow,PC,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,P,C,,0,
243,8,1,3.181388889,9.770277778,chase,AC,1,The nun chases the sailor.,The policeman chases the thief.,1,A,C,,0,
244,8,1,4.028055556,22.89888889,shoot,PI,1,The ballerina is shooted by the artist.,The swimmer is shooted by the cook.,0,P,I,,1,
245,8,1,4.143333333,29.23,tickle,AI,0,The soldier tickle the boxer.,The doctor tickle the supplier.,1,A,I,,1,
246,8,1,2.229444444,8.841944444,kiss,PC,1,The boxer is kissed by the artist.,The nun is kissed by the dancer.,0,P,C,,0,
247,8,1,9.924444444,9.684444444,push,AI,1,The chef push the clown.,The policeman push the swimmer.,1,A,I,,1,
248,8,0,5.339444444,8.238888889,slap,PC,0,The nurse is slapped by  the policeman.,The dancer is slapped by the cowboy.,0,P,C,,0,
249,8,1,4.411944444,15.53083333,follow,AC,0,The nun follows the cowboy.,The doctor followed by the thief.,0,A,C,,1,
250,8,1,3.213055556,6.386388889,tickle,PI,1,The robber is ticklen by the soldier.,The nun is ticklen by the supplier.,0,P,I,,1,
251,8,1,2.065833333,34.975,kick,AI,1,The policeman kick the boxer.,The supplier kick the clown.,1,A,I,,1,
252,8,1,5.724166667,6.481111111,follow,PC,1,The ballerina is followed by the pirate.,The policeman is followed by the nun.,0,P,C,,0,
253,9,1,1.790277778,5.594166667,chase,AC,0,The policeman chases the robber.,the policeman is chasing the swimmer,1,A,C,,0,
254,9,1,1.094166667,3.367777778,scold,PC,1,The doctor is scolded by the professor.,the boxer is being scolded,0,P,C,,1,
255,9,1,1.265,4.966944444,touch,AI,0,The waitress touch the professor.,the sailor touches the swimmer,1,A,I,,0,
256,9,1,1.6,4.8,push,PI,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,P,I,,0,
257,9,1,1.276944444,4.092222222,tickle,AI,0,The soldier tickle the boxer.,the waitress tickles the doctor,1,A,I,,0,
258,9,1,1.294722222,4.516111111,pull,PI,0,The waitress is pullen by the pirate.,the clown is pulled by the boxer,0,P,I,,0,
259,9,1,0.7133333333,3.653611111,slap,AC,0,The cowboy slaps the ballerina.,the boxer was slapped,0,A,C,,1,
260,9,1,1.058333333,7.313611111,kiss,PC,1,The boxer is kissed by the artist.,the priest and the ballerina kiss,,P,C,,2,
261,9,1,1.876666667,3.165555556,chase,AC,1,The nun chases the sailor.,the policeman chases the robber,1,A,C,,0,
262,9,1,0.6977777778,3.718611111,punch,PC,0,The policeman is punched by the artist.,the ballerina is punched by the cowboy,0,P,C,,0,
263,9,1,0.7916666667,3.308333333,scold,AC,1,The policeman scolds the doctor.,the sailor is scolded by the professor,0,A,C,,0,
264,9,1,0.5627777778,2.999166667,chase,PC,0,The swimmer is chased by the nun.,the doctor is chased by the waitress,0,P,C,,0,
265,9,1,0.6822222222,4.734166667,follow,AC,1,The nun follows the doctor.,the sailor is followed by the pirate,0,A,C,,0,
266,9,1,0.7916666667,3.336666667,slap,PC,0,The nurse is slapped by  the policeman.,the cowboy slapped the ballerina,1,P,C,,0,
267,9,1,0.5675,2.555833333,scold,AC,0,The waitress scolds the boxer.,the policeman scolds the ballerina,1,A,C,,0,
268,9,1,0.5041666667,3.189722222,slap,PC,1,The clown is slapped by the policeman.,the sailor is slapped by the cowboy,0,P,C,,0,
269,9,1,0.7841666667,3.236111111,slap,AC,1,The cowboy slaps the professor.,the policeman slaps the swimmer,1,A,C,,0,
270,9,1,2.577777778,2.991944444,shoot,PI,1,The ballerina is shooted by the artist.,the swimmer is shot by the cook,0,P,I,,0,
271,9,1,0.9288888889,3.758333333,kick,AI,1,The policeman kick the boxer.,the waitress kicks the clown,1,A,I,,0,
272,9,0,0.7330555556,3.111944444,touch,PI,1,The doctor is touchen by the waitress.,the clown is touched by the sailor,0,P,I,,0,
273,9,1,0.9436111111,3.414444444,pull,AI,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,A,I,,0,
274,9,0,0.9827777778,4.094166667,tickle,PI,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,P,I,,0,
275,9,1,0.7436111111,2.214166667,kiss,AC,1,The artist kisses the ballerina.,the nun kisses the boxer,1,A,C,,0,
276,9,1,0.4583333333,2.754444444,follow,PC,0,The ballerina is followed by the pirate.,the boxer is followed by the nun,0,P,C,,0,
277,9,1,1.538333333,2.526388889,shoot,AI,0,The actress shoot the robber.,the cook shoots the boxer,1,A,I,,0,
278,9,1,0.6422222222,2.145277778,follow,PC,1,The ballerina is followed by the pirate.,the soldier is followed by the nun,0,P,C,,0,
279,9,1,0.55,2.815,punch,AC,1,The cowboy punches the swimmer.,the artist punches the clown,1,A,C,,0,
280,9,1,1.103888889,3.719444444,punch,PC,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,P,C,,0,
281,9,1,1.008611111,2.725555556,push,AI,1,The chef push the clown.,the cowboy pushes the swimmer,1,A,I,,0,
282,9,1,0.5341666667,2.465555556,chase,PC,1,The monk is chased by the policeman.,the robber is chased by the pirate,0,P,C,,0,
283,9,1,0.7019444444,3.171666667,follow,AC,0,The nun follows the cowboy.,the pirate follows the doctor,1,A,C,,0,
284,9,1,0.5966666667,2.796666667,kick,PI,0,The clown is kicken by the nun.,the waitress kicks the robber,1,P,I,,0,
285,9,1,0.7766666667,2.265,punch,AC,0,The cowboy punches the nun.,the artist punches the monk,1,A,C,,0,
286,9,1,0.6619444444,3.058333333,scold,PC,0,The monk is scolded by the swimmer.,the soldier is scolded by the professor,0,P,C,,0,
287,9,1,0.5705555556,2.108055556,kiss,AC,0,The pirate kisses the clown.,the artist kisses the soldier,1,A,C,,0,
288,9,1,0.3947222222,2.576666667,kiss,PC,0,The monk is kissed by the swimmer.,the clown kisses the artist,1,P,C,,0,
289,13,1,1.109444444,4.626944444,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
290,13,1,1.247222222,3.135555556,kick,PI,0,The clown is kicken by the nun.,The burglar is kicked by the waitress.,0,P,I,,0,
291,13,1,0.6316666667,2.689722222,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier.,1,A,C,,0,
292,13,1,0.8747222222,3.441111111,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,P,C,,0,
293,13,1,0.4994444444,2.090833333,punch,AC,0,The cowboy punches the nun.,The artist punches the monk.,1,A,C,,0,
294,13,1,0.6330555556,1.755,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the dancer.,1,P,C,,0,
295,13,1,0.5252777778,1.391111111,shoot,AI,0,The actress shoot the robber.,The chef shot the boxer.,1,A,I,,0,
296,13,1,0.5233333333,1.408333333,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,P,I,,0,
297,13,1,0.8561111111,1.980833333,chase,AC,1,The nun chases the sailor.,The cop chases the robber.,1,A,C,,0,
298,13,1,0.5016666667,2.900277778,follow,PC,1,The ballerina is followed by the pirate.,The nun is following the soldier.,1,P,C,,0,
299,13,1,0.6780555556,2.648333333,kiss,AC,1,The artist kisses the ballerina.,The nun is kissing the boxer.,1,A,C,,0,
300,13,1,0.4358333333,1.725277778,follow,PC,0,The ballerina is followed by the pirate.,The nun is following the boxer.,1,P,C,,0,
301,13,1,0.5763888889,2.317777778,kick,AI,1,The policeman kick the boxer.,The waitress kicked the clown.,1,A,I,,0,
302,13,1,0.7822222222,2.285833333,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,P,C,,0,
303,13,1,0.3411111111,2.200555556,push,AI,1,The chef push the clown.,The cowboy pushed the swimmer.,1,A,I,,0,
304,13,1,0.5761111111,2.179444444,punch,PC,0,The policeman is punched by the artist.,The ballerina was punched by the cowboy.,0,P,C,,0,
305,13,1,0.6911111111,1.695277778,tickle,AI,0,The soldier tickle the boxer.,The waitress tickled the doctor.,1,A,I,,0,
306,13,0,2.059722222,1.723888889,shoot,PI,1,The ballerina is shooted by the artist.,The swimmer was shot by the chef.,0,P,I,,0,
307,13,1,1.150833333,3.583611111,scold,AC,0,The waitress scolds the boxer.,The policeman is scolding the ballerina.,1,A,C,,0,
308,13,1,0.8891666667,2.667222222,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
309,13,1,0.3794444444,1.974722222,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,A,C,,0,
310,13,1,0.4938888889,1.797222222,kiss,PC,0,The monk is kissed by the swimmer.,The artist is kissing the clown.,1,P,C,,0,
311,13,1,0.5319444444,3.229444444,follow,AC,1,The nun follows the doctor.,The sailor is followed by the pirate.,0,A,C,,0,
312,13,1,0.6102777778,2.1775,slap,PC,1,The clown is slapped by the policeman.,The cowboy slapped the sailor.,1,P,C,,0,
313,13,1,0.665,2.024722222,slap,AC,0,The cowboy slaps the ballerina.,The policeman slapped the boxer.,1,A,C,,0,
314,13,1,0.5583333333,1.668888889,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
315,13,1,0.5444444444,2.013611111,touch,AI,0,The waitress touch the professor.,The sailor touches the swimmer.,1,A,I,,0,
316,13,1,0.4172222222,2.197777778,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slapped the ballerina.,1,P,C,,0,
317,13,1,0.4208333333,2.526388889,punch,AC,1,The cowboy punches the swimmer.,The artist punched the clown.,1,A,C,,0,
318,13,1,1.048333333,2.219444444,push,PI,0,The monk is pushen by the policeman.,The cowboy is pushing the ballerina.,1,P,I,,0,
319,13,1,0.5119444444,1.798055556,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
320,13,0,1.058055556,2.713333333,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickles the monk.,1,P,I,,0,
321,13,1,0.5416666667,2.483611111,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,A,I,,0,
322,13,1,0.9227777778,2.397222222,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,P,C,,0,
323,13,1,0.4811111111,1.805277778,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
324,13,0,0.9794444444,2.785555556,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
325,14,1,2.064444444,6.854166667,slap,AC,0,The cowboy slaps the ballerina.,The policeman slaps the boxer,1,A,C,,0,
326,14,1,1.379722222,7.971388889,follow,PC,1,The ballerina is followed by the pirate.,A nun follows a soldier,1,P,C,,0,
327,14,1,1.086388889,5.652777778,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles a doctor,1,A,I,,0,
328,14,1,1.094444444,8.4675,pull,PI,0,The waitress is pullen by the pirate.,A boxer pulls the clown,1,P,I,,0,
329,14,1,0.8055555556,6.164444444,kiss,AC,0,The pirate kisses the clown.,The painter kisses the soldier,1,A,C,,0,
330,14,1,1.066111111,6.925555556,punch,PC,1,The ballerina is punched by the artist.,The cowboy punches the doctor,1,P,C,,0,
331,14,1,0.7366666667,7.641388889,follow,AC,1,The nun follows the doctor.,A pirate follows the sailor,1,A,C,,0,
332,14,1,6.676944444,6.409444444,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the diver,1,P,I,,0,
333,14,1,0.7558333333,6.762222222,scold,AC,1,The policeman scolds the doctor.,The professor scolds a sailor,1,A,C,,0,
334,14,1,1.250555556,5.648055556,chase,PC,1,The monk is chased by the policeman.,A sailor chases a robber,1,P,C,,0,
335,14,0,1.324444444,5.089444444,touch,AI,0,The waitress touch the professor.,The sailor touches the diver,1,A,I,,0,
336,14,1,1.073888889,9.188888889,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by a waitress,0,P,C,,0,
337,14,1,0.7675,5.570277778,follow,AC,0,The nun follows the cowboy.,A pirate follows the doctor,1,A,C,,0,
338,14,1,0.9563888889,6.56,punch,PC,0,The policeman is punched by the artist.,The cowboy punches a ballerina,1,P,C,,0,
339,14,1,0.9694444444,5.142222222,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown,1,A,C,,0,
340,14,1,1.338333333,5.3325,kiss,PC,0,The monk is kissed by the swimmer.,An artist kisses a clown,1,P,C,,0,
341,14,1,0.8811111111,5.671666667,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer,1,A,I,,0,
342,14,1,1.711111111,6.895833333,tickle,PI,1,The robber is ticklen by the soldier.,A monk is tickled by the waitress,0,P,I,,0,
343,14,1,1.272777778,6.091666667,kick,AI,1,The policeman kick the boxer.,The waitress kicks the clown,1,A,I,,0,
344,14,1,1.368333333,5.216944444,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer,1,P,C,,0,
345,14,1,1.846111111,6.681111111,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina,1,A,I,,0,
346,14,1,1.182222222,5.6975,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina,1,P,C,,0,
347,14,1,1.401666667,5.480833333,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer,1,A,I,,0,
348,14,1,1.255833333,7.255277778,push,PI,0,The monk is pushen by the policeman.,The ballerina is pushed by the cowboy,0,P,I,,0,
349,14,1,0.9886111111,7.384444444,punch,AC,0,The cowboy punches the nun.,The monk is punched by the artist,0,A,C,,0,
350,14,1,0.6244444444,6.287222222,follow,PC,0,The ballerina is followed by the pirate.,The nun follows the boxer,1,P,C,,0,
351,14,1,0.7983333333,4.094722222,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer,1,A,C,,0,
352,14,1,0.9147222222,5.838888889,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier,1,P,C,,0,
353,14,1,0.9752777778,6.078055556,chase,AC,1,The nun chases the sailor.,The policeman chases the robber,1,A,C,,0,
354,14,1,0.8775,6.793611111,slap,PC,1,The clown is slapped by the policeman.,The cowboy slaps the sailor,1,P,C,,0,
355,14,1,0.7188888889,5.319444444,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer,1,A,C,,0,
356,14,1,0.6836111111,5.183333333,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina,1,P,C,,0,
357,14,1,0.6027777778,6.011666667,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer,1,A,C,,0,
358,14,1,0.975,5.761944444,kick,PI,0,The clown is kicken by the nun.,The robber is kicked by the waitress,0,P,I,,0,
359,14,1,0.81,4.732777778,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina,1,A,C,,0,
360,14,1,1.271111111,5.881111111,touch,PI,1,The doctor is touchen by the waitress.,The clown is touched by the sailor,0,P,I,,0,
361,15,0,1.630833333,33.74388889,punch,AC,0,The cowboy punches the nun.,He punched him on  his stomach,1,A,C,,2,
362,15,0,6.872777778,10.76611111,kick,PI,0,The clown is kicken by the nun.,The girl is kicked the boy's leg,0,P,I,,1,
363,15,0,6.185833333,8.406111111,kiss,AC,0,The pirate kisses the clown.,The lady is kissing the soldier in his cheeks,1,A,C,,0,
364,15,1,5.1725,7.518055556,punch,PC,1,The ballerina is punched by the artist.,The cow boy punched the doctor,1,P,C,,0,
365,15,1,2.287777778,15.07444444,kiss,AC,1,The artist kisses the ballerina.,The nun is kissing the boxer in his lips,1,A,C,,0,
366,15,1,2.541388889,7.792222222,slap,PC,0,The nurse is slapped by  the policeman.,The cow boy slapped the girl,1,P,C,,0,
367,15,1,1.201388889,19.40611111,punch,AC,1,The cowboy punches the swimmer.,The man is punched on him the stomach,0,A,C,,2,
368,15,1,6.773055556,6.975555556,scold,PC,1,The doctor is scolded by the professor.,The policeman scolded the boxer,1,P,C,,0,
369,15,1,9.491111111,12.80111111,chase,AC,1,The nun chases the sailor.,The policeman chases the thief,1,A,C,,0,
370,15,1,2.931111111,11.64638889,chase,PC,0,The swimmer is chased by the nun.,The lady is chased the doctor,0,P,C,,1,
371,15,0,2.851388889,11.36638889,scold,AC,0,The waitress scolds the boxer.,The policemen scolds the ballerina,1,A,C,,0,
372,15,1,2.981388889,26.48388889,chase,PC,1,The monk is chased by the policeman.,The thief  is chased by the robber,0,P,C,,0,
373,15,1,0.7655555556,4.562222222,pull,AI,1,The boxer pull the soldier.,The robber pull the ballerina,1,A,I,,1,
374,15,1,4.086388889,4.752222222,follow,PC,1,The ballerina is followed by the pirate.,The nun is followed by the soldier,0,P,C,,0,
375,15,1,2.870555556,4.634722222,tickle,AI,0,The soldier tickle the boxer.,The lady tickle the doctor,1,A,I,,1,
376,15,1,1.802222222,3.894722222,follow,PC,0,The ballerina is followed by the pirate.,The nun is followed by the boxer,0,P,C,,0,
377,15,1,0.7466666667,4.834444444,follow,AC,0,The nun follows the cowboy.,The pirate is followed by the doctor,0,A,C,,0,
378,15,1,1.106944444,7.636944444,shoot,PI,1,The ballerina is shooted by the artist.,The swimmer is shootted by the chef,0,P,I,,1,
379,15,1,0.8077777778,5.686388889,follow,AC,1,The nun follows the doctor.,The pirate follows the policeman,1,A,C,,0,
