,subjID,surveyID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,syn_voice,syn_corr,verif_ans,P_sentence,clear_responses,isactive.raw,isactive.checked,error_type
194,6,0r4tx7u720190406,1,2.916666667,12.90166667,kiss,PC,P,C,1,The boxer is kissed by the artist.,the dancer is kissed by the nun,0,0,0
195,6,0r4tx7u720190406,0,12.7825,10.8525,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the clown,1,1,0
196,6,0r4tx7u720190406,1,2.846666667,11.3725,slap,PC,P,C,1,The clown is slapped by the policeman.,the sailor is slapped by the cowboy,0,0,0
197,6,0r4tx7u720190406,1,3.003333333,7.144166667,scold,AC,A,C,0,The waitress scolds the boxer.,the cop scolds the dancer,1,1,0
198,6,0r4tx7u720190406,1,2.794166667,11.53916667,kick,PI,P,I,0,The clown is kicken by the nun.,the robber is kicked by the waitress,0,0,0
199,6,0r4tx7u720190406,1,3.8875,10.105,kiss,AC,A,C,1,The artist kisses the ballerina.,the boxer is kissed by the nun,0,0,0
200,6,0r4tx7u720190406,1,2.564166667,8.333333333,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,1,0
201,6,0r4tx7u720190406,1,2.26,9.640833333,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the soldier,1,1,0
202,6,0r4tx7u720190406,0,1.930833333,8.340833333,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,1,0
203,6,0r4tx7u720190406,1,3.186666667,7.8175,slap,AC,A,C,1,The cowboy slaps the professor.,the cop slaps the dancer,1,1,0
204,6,0r4tx7u720190406,1,6.523333333,8.905833333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist kisses the clown,1,1,0
205,6,0r4tx7u720190406,1,4.500833333,8.308333333,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
206,6,0r4tx7u720190406,1,4.648333333,13.7475,punch,PC,P,C,1,The ballerina is punched by the artist.,the doctor is punched by the cowboy,0,0,0
207,6,0r4tx7u720190406,1,3.086666667,10.65,touch,AI,A,I,0,The waitress touch the professor.,the sailor touched the swimmer,1,1,0
208,6,0r4tx7u720190406,0,12.66416667,8.549166667,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,1,0
209,6,0r4tx7u720190406,1,5.533333333,12.01083333,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the monk,1,1,0
210,6,0r4tx7u720190406,1,2.140833333,8.389166667,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun follows the boxer,1,1,0
211,6,0r4tx7u720190406,1,2.251666667,7.610833333,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
212,6,0r4tx7u720190406,1,2.341666667,9.846666667,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punches the dancer,1,1,0
213,6,0r4tx7u720190406,1,2.481666667,9.366666667,chase,AC,A,C,0,The policeman chases the robber.,the cop chases the swimmer,1,1,0
214,6,0r4tx7u720190406,1,3.088333333,7.400833333,scold,PC,P,C,1,The doctor is scolded by the professor.,the cop scolds the boxer,1,1,0
215,6,0r4tx7u720190406,1,2.183333333,7.911666667,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the dancer,1,1,0
216,6,0r4tx7u720190406,1,2.2975,9.663333333,scold,PC,P,C,0,The monk is scolded by the swimmer.,the professor scolds the soldier,1,1,0
217,7,0ts8vy4a20190405,1,16.15833333,58.93916667,shoot,AI,A,I,0,The actress shoot the robber.,A man shoot the robber.,1,1,1
218,7,0ts8vy4a20190405,0,25.96833333,86.83333333,touch,PI,P,I,1,The doctor is touchen by the waitress.,A policeman touch the innocent man.,1,1,1
219,7,0ts8vy4a20190405,1,21.82333333,62.11333333,punch,AC,A,C,1,The cowboy punches the swimmer.,The rude man punches the innocent guy.,1,1,0
220,7,0ts8vy4a20190405,0,11.11916667,64.33916667,punch,PC,P,C,1,The ballerina is punched by the artist.,A doctor is punched by the cowboy.,0,0,0
221,7,0ts8vy4a20190405,1,32.57916667,43.35416667,touch,AI,A,I,0,The waitress touch the professor.,Swimming man touched by the security.,0,0,1
222,7,0ts8vy4a20190405,1,19.07416667,61.33333333,punch,PC,P,C,0,The policeman is punched by the artist.,A Woman is punched by the cowboy.,0,0,0
223,7,0ts8vy4a20190405,0,28.45916667,54.58083333,kiss,AC,A,C,0,The pirate kisses the clown.,The woman kisses the hunter man.,1,1,0
224,7,0ts8vy4a20190405,1,18.83916667,57.68083333,scold,PC,P,C,1,The doctor is scolded by the professor.,The man scolded by the safe guard.,0,0,1
225,7,0ts8vy4a20190405,1,17.09833333,12.2475,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the robber.,1,1,0
226,7,0ts8vy4a20190405,1,16.44333333,228.6591667,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by the mentally affected women.,0,0,0
227,7,0ts8vy4a20190405,1,12.1175,67.11083333,slap,AC,A,C,1,The cowboy slaps the professor.,The cowboy slaps the swimmer.,1,1,0
228,7,0ts8vy4a20190405,0,20.28666667,53.43583333,pull,PI,P,I,0,The waitress is pullen by the pirate.,The man is pulled by the boxer.,0,0,0
229,7,0ts8vy4a20190405,0,14.0475,24.76416667,scold,AC,A,C,0,The waitress scolds the boxer.,The waitress scolds by the cowboy.,0,0,1
230,7,0ts8vy4a20190405,1,497.7883333,73.7225,chase,PC,P,C,1,The monk is chased by the policeman.,The thief is chased by the karate man.,0,0,0
231,7,0ts8vy4a20190405,1,13.06666667,51.4275,kiss,AC,A,C,1,The artist kisses the ballerina.,The boxer kisses the nun.,1,1,0
232,7,0ts8vy4a20190405,1,13.6625,71.2375,kiss,PC,P,C,0,The monk is kissed by the swimmer.,A man is kissed by the painter.,0,0,0
233,7,0ts8vy4a20190405,1,8.885,39.01333333,punch,AC,A,C,0,The cowboy punches the nun.,The nun is punched by the painter.,0,0,0
234,7,0ts8vy4a20190405,1,8.665833333,56.98416667,scold,PC,P,C,0,The monk is scolded by the swimmer.,The baseball player is scolded by the monk.,0,0,0
235,7,0ts8vy4a20190405,0,10.09833333,15.3325,slap,AC,A,C,0,The cowboy slaps the ballerina.,The cowboy slaps the boxer.,1,1,0
236,7,0ts8vy4a20190405,1,14.04,25.55166667,push,PI,P,I,0,The monk is pushen by the policeman.,The monk is pushen by the cowboy.,0,0,1
237,7,0ts8vy4a20190405,1,9.2775,38.4575,pull,AI,A,I,1,The boxer pull the soldier.,The cowboy pull the monk.,1,1,1
238,7,0ts8vy4a20190405,1,7.106666667,110.1508333,kick,PI,P,I,0,The clown is kicken by the nun.,The thief is kicked by the customer.,0,0,0
239,7,0ts8vy4a20190405,1,9.671666667,44.75916667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the policeman.,1,1,0
240,7,0ts8vy4a20190405,1,9.795,25.19083333,slap,PC,P,C,1,The clown is slapped by the policeman.,The clown is slapped by the cowboy.,0,0,0
241,7,0ts8vy4a20190405,1,7.274166667,46.215,follow,AC,A,C,1,The nun follows the doctor.,A thief follows the officer.,1,1,0
242,7,0ts8vy4a20190405,1,22.23916667,23.47583333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,0,0
243,7,0ts8vy4a20190405,1,9.544166667,29.31083333,chase,AC,A,C,1,The nun chases the sailor.,The policeman chases the thief.,1,1,0
244,7,0ts8vy4a20190405,1,12.08416667,68.69666667,shot,PI,P,I,1,The ballerina is shooted by the artist.,The swimmer is shooted by the cook.,0,0,1
245,7,0ts8vy4a20190405,1,12.43,87.69,tickle,AI,A,I,0,The soldier tickle the boxer.,The doctor tickle the supplier.,1,1,1
246,7,0ts8vy4a20190405,1,6.688333333,26.52583333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun is kissed by the dancer.,0,0,0
247,7,0ts8vy4a20190405,1,29.77333333,29.05333333,push,AI,A,I,1,The chef push the clown.,The policeman push the swimmer.,1,1,1
248,7,0ts8vy4a20190405,0,16.01833333,24.71666667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The dancer is slapped by the cowboy.,0,0,0
249,7,0ts8vy4a20190405,1,13.23583333,46.5925,follow,AC,A,C,0,The nun follows the cowboy.,The doctor followed by the thief.,0,0,1
250,7,0ts8vy4a20190405,1,9.639166667,19.15916667,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The nun is ticklen by the supplier.,0,0,1
251,7,0ts8vy4a20190405,1,6.1975,104.925,kick,AI,A,I,1,The policeman kick the boxer.,The supplier kick the clown.,1,1,1
252,7,0ts8vy4a20190405,1,17.1725,19.44333333,follow,PC,P,C,1,The ballerina is followed by the pirate.,The policeman is followed by the nun.,0,0,0
253,8,0v53v52a20190405,1,5.370833333,16.7825,chase,AC,A,C,0,The policeman chases the robber.,the policeman is chasing the swimmer,1,1,0
254,8,0v53v52a20190405,1,3.2825,10.10333333,scold,PC,P,C,1,The doctor is scolded by the professor.,the boxer is being scolded,0,0,1
255,8,0v53v52a20190405,1,3.795,14.90083333,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
256,8,0v53v52a20190405,1,4.8,14.4,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,1,0
257,8,0v53v52a20190405,1,3.830833333,12.27666667,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickles the doctor,1,1,0
258,8,0v53v52a20190405,1,3.884166667,13.54833333,pull,PI,P,I,0,The waitress is pullen by the pirate.,the clown is pulled by the boxer,0,0,0
259,8,0v53v52a20190405,1,2.14,10.96083333,slap,AC,A,C,0,The cowboy slaps the ballerina.,the boxer was slapped,0,0,1
260,8,0v53v52a20190405,1,3.175,21.94083333,kiss,PC,P,C,1,The boxer is kissed by the artist.,the priest and the ballerina kiss,1,NA,2
261,8,0v53v52a20190405,1,5.63,9.496666667,chase,AC,A,C,1,The nun chases the sailor.,the policeman chases the robber,1,1,0
262,8,0v53v52a20190405,1,2.093333333,11.15583333,punch,PC,P,C,0,The policeman is punched by the artist.,the ballerina is punched by the cowboy,0,0,0
263,8,0v53v52a20190405,1,2.375,9.925,scold,AC,A,C,1,The policeman scolds the doctor.,the sailor is scolded by the professor,0,0,0
264,8,0v53v52a20190405,1,1.688333333,8.9975,chase,PC,P,C,0,The swimmer is chased by the nun.,the doctor is chased by the waitress,0,0,0
265,8,0v53v52a20190405,1,2.046666667,14.2025,follow,AC,A,C,1,The nun follows the doctor.,the sailor is followed by the pirate,0,0,0
266,8,0v53v52a20190405,1,2.375,10.01,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slapped the ballerina,1,1,0
267,8,0v53v52a20190405,1,1.7025,7.6675,scold,AC,A,C,0,The waitress scolds the boxer.,the policeman scolds the ballerina,1,1,0
268,8,0v53v52a20190405,1,1.5125,9.569166667,slap,PC,P,C,1,The clown is slapped by the policeman.,the sailor is slapped by the cowboy,0,0,0
269,8,0v53v52a20190405,1,2.3525,9.708333333,slap,AC,A,C,1,The cowboy slaps the professor.,the policeman slaps the swimmer,1,1,0
270,8,0v53v52a20190405,1,7.733333333,8.975833333,shot,PI,P,I,1,The ballerina is shooted by the artist.,the swimmer is shot by the cook,0,0,0
271,8,0v53v52a20190405,1,2.786666667,11.275,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the clown,1,1,0
272,8,0v53v52a20190405,0,2.199166667,9.335833333,touch,PI,P,I,1,The doctor is touchen by the waitress.,the clown is touched by the sailor,0,0,0
273,8,0v53v52a20190405,1,2.830833333,10.24333333,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,1,0
274,8,0v53v52a20190405,0,2.948333333,12.2825,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,1,0
275,8,0v53v52a20190405,1,2.230833333,6.6425,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
276,8,0v53v52a20190405,1,1.375,8.263333333,follow,PC,P,C,0,The ballerina is followed by the pirate.,the boxer is followed by the nun,0,0,0
277,8,0v53v52a20190405,1,4.615,7.579166667,shoot,AI,A,I,0,The actress shoot the robber.,the cook shoots the boxer,1,1,0
278,8,0v53v52a20190405,1,1.926666667,6.435833333,follow,PC,P,C,1,The ballerina is followed by the pirate.,the soldier is followed by the nun,0,0,0
279,8,0v53v52a20190405,1,1.65,8.445,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
280,8,0v53v52a20190405,1,3.311666667,11.15833333,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,1,0
281,8,0v53v52a20190405,1,3.025833333,8.176666667,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
282,8,0v53v52a20190405,1,1.6025,7.396666667,chase,PC,P,C,1,The monk is chased by the policeman.,the robber is chased by the pirate,0,0,0
283,8,0v53v52a20190405,1,2.105833333,9.515,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
284,8,0v53v52a20190405,1,1.79,8.39,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicks the robber,1,1,0
285,8,0v53v52a20190405,1,2.33,6.795,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the monk,1,1,0
286,8,0v53v52a20190405,1,1.985833333,9.175,scold,PC,P,C,0,The monk is scolded by the swimmer.,the soldier is scolded by the professor,0,0,0
287,8,0v53v52a20190405,1,1.711666667,6.324166667,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the soldier,1,1,0
288,8,0v53v52a20190405,1,1.184166667,7.73,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the clown kisses the artist,1,1,0
289,9,0ywlyyc720190406,1,5.889166667,64.06333333,punch,AC,A,C,0,The cowboy punches the nun.,A painter punches a priest.,1,1,0
290,9,0ywlyyc720190406,1,4.066666667,18.92416667,pull,PI,P,I,0,The waitress is pullen by the pirate.,A boxer pulls a clown.,1,1,0
291,9,0ywlyyc720190406,1,4.114166667,29.04,scold,AC,A,C,0,The waitress scolds the boxer.,A firefighter scolds a ballerina.,1,1,0
292,9,0ywlyyc720190406,1,4.161666667,18.93583333,chase,PC,P,C,1,The monk is chased by the policeman.,A pirate chases a robber.,1,1,0
293,9,0ywlyyc720190406,1,3.758333333,32.4225,follow,AC,A,C,1,The nun follows the doctor.,A pirate followers a sailor.,1,1,0
294,9,0ywlyyc720190406,1,3.576666667,32.43666667,follow,PC,P,C,1,The ballerina is followed by the pirate.,A nun follows a soldier.,1,1,0
295,9,0ywlyyc720190406,1,4.680833333,69.59083333,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,1,0
296,9,0ywlyyc720190406,1,3.896666667,24.25166667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,1,0
297,9,0ywlyyc720190406,1,5.2025,193.5508333,punch,AC,A,C,1,The cowboy punches the swimmer.,The painter punches the clown.,1,1,0
298,9,0ywlyyc720190406,1,6.28,48.98083333,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,1,0
299,9,0ywlyyc720190406,1,3.839166667,44.51333333,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the clown.,1,1,0
300,9,0ywlyyc720190406,1,3.886666667,31.02416667,scold,PC,P,C,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,1,0
301,9,0ywlyyc720190406,1,3.041666667,27.55583333,chase,AC,A,C,1,The nun chases the sailor.,The policeman chases the robber.,1,1,0
302,9,0ywlyyc720190406,1,3.4575,22.98166667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The painter kisses the clown.,1,1,0
303,9,0ywlyyc720190406,1,3.9575,56.83166667,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer.,1,1,0
304,9,0ywlyyc720190406,1,5.886666667,54.855,scold,PC,P,C,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,1,0
305,9,0ywlyyc720190406,1,3.108333333,39.6625,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
306,9,0ywlyyc720190406,0,8.013333333,59.29916667,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,1,0
307,9,0ywlyyc720190406,0,14.82083333,61.48,pull,AI,A,I,1,The boxer pull the soldier.,A pirate pulls a ballerina.,1,1,0
308,9,0ywlyyc720190406,1,3.380833333,21.0375,punch,PC,P,C,0,The policeman is punched by the artist.,A cowboy punches a ballerina.,1,1,0
309,9,0ywlyyc720190406,1,3.234166667,23.29916667,follow,AC,A,C,0,The nun follows the cowboy.,A pirate follows a doctor.,1,1,0
310,9,0ywlyyc720190406,1,5.3525,32.08166667,kiss,PC,P,C,1,The boxer is kissed by the artist.,A nun kisses a ballerina.,1,1,0
311,9,0ywlyyc720190406,1,4.146666667,20.015,kiss,AC,A,C,0,The pirate kisses the clown.,An artist kisses a soldier.,1,1,0
312,9,0ywlyyc720190406,1,4.2325,17.33166667,punch,PC,P,C,1,The ballerina is punched by the artist.,A cowboy punches a doctor.,1,1,0
313,9,0ywlyyc720190406,1,3.11,19.23666667,push,AI,A,I,1,The chef push the clown.,A cowboy pushes a swimmer.,1,1,0
314,9,0ywlyyc720190406,1,3.259166667,18.0975,chase,PC,P,C,0,The swimmer is chased by the nun.,A waitress chases a doctor.,1,1,0
315,9,0ywlyyc720190406,1,5.355833333,22.14,shoot,AI,A,I,0,The actress shoot the robber.,A chef shoots a boxer.,1,1,0
316,9,0ywlyyc720190406,0,4.495833333,39.145,tickle,PI,P,I,1,The robber is ticklen by the soldier.,A waitress tickles a priest.,1,1,0
317,9,0ywlyyc720190406,1,3.505833333,22.27166667,slap,AC,A,C,0,The cowboy slaps the ballerina.,A policeman slaps a boxer.,1,1,0
318,9,0ywlyyc720190406,1,3.879166667,17.58583333,kick,PI,P,I,0,The clown is kicken by the nun.,A waitress kicks a robber.,1,1,0
319,9,0ywlyyc720190406,1,3.3625,18.28166667,tickle,AI,A,I,0,The soldier tickle the boxer.,A waitress tickles a doctor.,1,1,0
320,9,0ywlyyc720190406,1,3.465,24.1225,follow,PC,P,C,0,The ballerina is followed by the pirate.,A nun follows a boxer.,1,1,0
321,9,0ywlyyc720190406,1,3.678333333,25.27916667,touch,AI,A,I,0,The waitress touch the professor.,A sailor touches a swimmer.,1,1,0
322,9,0ywlyyc720190406,0,3.926666667,32.92,shot,PI,P,I,1,The ballerina is shooted by the artist.,A chef shoots a swimmer.,1,1,0
323,9,0ywlyyc720190406,1,4.495833333,47.425,kiss,AC,A,C,1,The artist kisses the ballerina.,A nun kisses a boxer.,1,1,0
324,9,0ywlyyc720190406,1,4.2225,37.2625,slap,PC,P,C,1,The clown is slapped by the policeman.,A cowboy slaps a sailor.,1,1,0
325,10,0zkgwaf620190406,1,1.998333333,8.966666667,scold,AC,A,C,1,The policeman scolds the doctor.,Professor scolds the sailor,1,1,0
326,10,0zkgwaf620190406,1,4.520833333,8.1025,kick,PI,P,I,0,The clown is kicken by the nun.,A woman kicks a burglar,1,1,0
327,10,0zkgwaf620190406,1,3.130833333,6.551666667,tickle,AI,A,I,0,The soldier tickle the boxer.,A woman tickles a doctor,1,1,0
328,10,0zkgwaf620190406,1,3.465833333,8.305833333,touch,PI,P,I,1,The doctor is touchen by the waitress.,A sailor touches a clown,1,1,0
329,10,0zkgwaf620190406,1,1.176666667,10.32083333,chase,AC,A,C,1,The nun chases the sailor.,A policeman chases a burglar,1,1,0
330,10,0zkgwaf620190406,1,3.08,8.186666667,punch,PC,P,C,1,The ballerina is punched by the artist.,A cowboy punches a doctor,1,1,0
331,10,0zkgwaf620190406,1,1.403333333,6.198333333,touch,AI,A,I,0,The waitress touch the professor.,A sailor touches a swimmer,1,1,0
332,10,0zkgwaf620190406,1,1.725,6.983333333,chase,PC,P,C,1,The monk is chased by the policeman.,A pirate chases a burglar,1,1,0
333,10,0zkgwaf620190406,1,2.3475,6.705,slap,AC,A,C,0,The cowboy slaps the ballerina.,A policeman slaps a boxer,1,1,0
334,10,0zkgwaf620190406,1,2.056666667,8.985833333,chase,PC,P,C,0,The swimmer is chased by the nun.,Waitress chases the doctor,1,1,0
335,10,0zkgwaf620190406,1,1.2275,7.399166667,follow,AC,A,C,0,The nun follows the cowboy.,pirate follows the doctor,1,1,0
336,10,0zkgwaf620190406,1,1.591666667,9.769166667,scold,PC,P,C,0,The monk is scolded by the swimmer.,professor scolds the soldier,1,1,0
337,10,0zkgwaf620190406,1,1.888333333,6.275,follow,AC,A,C,1,The nun follows the doctor.,Pirate follows the sailor,1,1,0
338,10,0zkgwaf620190406,1,3.396666667,6.420833333,slap,PC,P,C,1,The clown is slapped by the policeman.,A cowboy slaps a sailor,1,1,0
339,10,0zkgwaf620190406,1,1.518333333,6.554166667,chase,AC,A,C,0,The policeman chases the robber.,policeman chases the swimmer,1,1,0
340,10,0zkgwaf620190406,1,1.690833333,11.84666667,follow,PC,P,C,1,The ballerina is followed by the pirate.,A nun follows the soldier,1,1,0
